Category,Level,Course Name,Course Desctiption,Course Code,Prerequisites,Certification,Duration
Professional Development,2,Scheduling 101: How to Prioritize Tasks and Avoid Procrastination,"Do you constantly create schedules only to find you can’t make them work? Changing priorities, inaccurate time estimates, and procrastination are just a few of the elements that can stand in the way of your plans. 

In this course, you’ll learn why scheduling is such a valuable skill set and how to create a schedule that works for you—not the other way around. You’ll also take away tips for prioritizing tasks and learn how to minimize procrastination so that you can actually stick to your schedule.",PD204,LE107,,
Professional Development,2,The Remote Work Survival Guide,"Remote work has gained popularity over the past decade, and for good reason. But as you say goodbye to in-office distractions, daily commutes, and coworker gossip, you open the door to new challenges. 

A remote environment offers extraordinary autonomy—but demands complete accountability. And whether you’re an executive, manager, or entry-level team member, succeeding at a remote job requires discipline and craft. 

In this course, you’ll learn how to thrive as a remote worker with four expert strategies for overcoming typical challenges.",PD205,,,
Professional Development,2,Take Control of Your Future: Career Development 101,"Lewis Carroll wrote: “If you don’t know where you are going, any road will get you there.” The Alice in Wonderland author meant that without a goal and a plan, you’ll wander aimlessly to nowhere. 

This wisdom rings especially true when it comes to career advancement, where a wishy-washy idea won’t get you to your dreams. In this course, you’ll learn how to map your career development plan, track progress with your manager, and add value to your role. You’ll also discover how to assess your goals, improve your personal brand, and—when you’re ready—get the raise or job move you’ve been working toward.",PD206,PD101,,
Professional Development,3,The Art of Managing Up,"Your manager determines a lot about your work life. They communicate organizational and project goals, facilitate teamwork, and remove roadblocks. They also support you by providing coaching and feedback—and even advocating for your needs. So, what can you do to help your manager help you? And what part do you play in ensuring an effective, collaborative relationship? 

In this course, you’ll explore the answers to these questions by learning the art of “managing up”—making your employee-supervisor relationship the best and most effective it can be.",PD301,PD206,,
Professional Development,3,Personal Branding,"The way you present yourself plays a vital part in career success and satisfaction. If you get it right, it can enhance your profile at work, helping you get promotions and the respect of your colleagues. 

In this course, you will understand what personal branding is and how it can help you in your career, build credibility and learn tips to develop and promote your brand and enhance your career.",PD302,,,
Professional Development,3,How to Get Noticed at Work,"Have you ever felt unnoticed, undervalued, or underappreciated at work? If so, then you may suffer from a lack of workplace visibility. 

In this course, you’ll discover what it means to have visibility at work—and how increasing it can advance your career. You’ll also learn about three of the biggest obstacles to workplace visibility, along with tips to overcome them and get recognized by your boss and peers.",PD303,,,
Professional Development,3,How to Improve Your Focus at Work,"f you’re familiar with the feeling of letting hours fly by without accomplishing anything, this course will help you identify problematic habits that disrupt your focus. 

Find out why we struggle to focus at work and learn how to optimize your body and mind to stay fresh throughout the day. Then, discover how clearing space can affect your concentration. Finally, learn to identify energy-draining sources and behavior, including multitasking.",PD304,PD204,,
Professional Development,3,Developing a Growth Mindset,"Developing a growth mindset allows individuals and companies to realize their potential, increase resilience, and achieve success. A growth mindset can unlock your capacity to learn, grow, and thrive—regardless of your current abilities or skill level.

In this course, you’ll first learn about the differences between a fixed mindset versus a growth mindset. You’ll then explore how a growth mindset can benefit you and your team. Finally, uncover specific strategies to develop a growth mindset—and expand your possibilities.",PD305,PD202,,
Professional Development,3,Taking Initiative,"""There are three types of people in this world: those who make things happen, those who watch things happen, and those who wonder what happened.""– Mary Kay Ash, American businesswoman.

In this course, you will learn what initiative is, how to take it on, build self-confidence and overcome self-limiting thoughts about taking the initiative. By enrolling in this course, you will be taking the first step in making something positive happen for you and your team! Now that is initiative!",PD306,,,
Professional Development,3,Common Workplace Challenges and How to Handle Them,"Even the best workplaces face challenges. In this course, you'll learn how to navigate some of the most common—from dealing with difficult people to overcoming your own mistakes.",PD307,,,
Professional Development,3,Coming Back From a Big Workplace Mistake,"There’s no escaping it: We all make mistakes. The good news is that most mistakes aren’t career-ending. Rather, it’s your response to mistakes that matters most. 

In this course, you’ll learn five steps to take after making a workplace mistake, along with four tips to handle the aftermath. By taking responsibility for your mistakes and acting quickly, you can repair the damage, rebuild your reputation, and walk away with a valuable life lesson.",PD308,,,
Professional Development,3,Guide to Negotiation and Persuasion,"“Influencers” make a name for themselves because they can make others change or take action. Whether in a boardroom or on a social media platform, people who can influence others possess one or both of these skills: persuasion and negotiation.

In this course, we’ll review the differences, competencies, and use cases for persuasion and negotiation. You’ll also learn common types and tactics. Finally, we’ll look at common mistakes to avoid when trying to influence others, and learn five steps critical to improving your negotiation and persuasion skills.",PD309,CS402,,
Professional Development,3,Dealing With Rejection after an Interview,"Dealing with rejection after a job interview can be a challenging and demoralizing experience. 

This course is designed to help you navigate the emotional impact of rejection and turn it into an opportunity for personal and professional growth. By providing strategies to build resilience, enhance self-confidence, and improve interview performance, this course empowers you to bounce back from rejection and increase your chances of landing the right job opportunity.",PD310,,,
Professional Development,3,Impostor Syndrome: What It Is and How to Overcome It,"Do you ever get a nagging feeling that you’re a fraud? A feeling like you don’t deserve your accomplishments, you’ll never be “good enough,” and it’s only a matter of time before people find out? That feeling, while isolating, is common. And it has a name: impostor syndrome. 

Impostor syndrome is a type of chronic self-doubt that causes us to feel like we’re inadequate, despite evidence showing otherwise. The result is that we become our own worst enemy—selling ourselves short and hurting our workplace performance. So, what does it take to overcome impostor syndrome? 

In this course, you’ll learn to define impostor syndrome and determine whether it’s something you’re experiencing. Then, you’ll learn how impostor syndrome holds you back as well as six strategies to face your insecurities head-on.",PD311,PD202,,
Professional Development,3,Overcoming Procrastination,"If you’ve ever put off doing an important task or project, you’re not alone. Procrastination is common in the workplace. And while it may not seem harmful in the moment, chronic procrastination can hinder your productivity, damage your relationships with coworkers, impact your well-being, and more. 

In this course, you’ll discover the real reason many of us are prone to procrastination. You’ll also learn how to break the cycle of procrastination and reclaim your productivity.",PD312,"PD204
&
PD304",,
Professional Development,3,Critical Thinking,"Critical thinking is a fundamental skill that empowers individuals to approach challenges with reasoned judgment and open-mindedness. This course intends to enhance your critical thinking skills, enabling you to navigate complex problems with rationality and discipline. 

By fostering reflective and independent thinking, you will learn to question assumptions, alter perspectives, and make informed decisions. This course provides practical tools and techniques to apply critical thinking in various contexts, ensuring participants are well-equipped to address challenges in their professional and personal lives.",PD313,,,
Professional Development,3,Supercharging Your Career With the Help of a Mentor,"A good mentor offers an empathetic ear, encouraging words, and a wealth of professional knowledge, experience, and expertise. They can advise you, challenge you, and connect you with development opportunities to reach your goals. 

In short, having a good mentor in your corner can boost your confidence and accelerate your career. But where do you find one, and how do you cultivate a positive and mutually beneficial mentoring relationship? 

In this course, you’ll first discover what mentoring is and how a great mentor can vault your career to the next level. You’ll then learn how to find a mentor and adopt the attitudes and behaviors you need to be a model mentee.",PD314,PD301,,
Professional Development,3,Networking Within the Company,"Effective networking within a company is a powerful skill that goes beyond external connections. Viable networking and communication skills will benefit any organization and increase productivity and performance.

This course focuses on cultivating essential networking skills to enhance relationships, boost productivity, and elevate performance. You will learn to overcome obstacles, improve communication strategies, and establish lasting connections. This course will empower employees to actively engage in workplace networking, contributing to business growth and fostering an engaging and collaborative environment.",PD315,PD314,,
Professional Development,3,"Assessing Your Strengths, Interests, and Values","How do you create a successful, fun, and personally meaningful career? The answer depends on your unique strengths, interests, and values. 

This course will help you identify your professional strengths, interests, and values. What are you good at? Leveraging your strengths boosts self-confidence and performance. What tasks do you enjoy? Following your interests makes work feel fun and engaging. Finally, what’s important to you? Practicing your core values infuses work with a greater sense of purpose. 

Knowing your strengths, interests, and values empowers you to make career choices that align with your authentic self. And showing up as your authentic self is key to feeling more confident, passionate, and invested at work.",PD316,,,
Professional Development,3,Feeling Unmotivated at Work? Common Causes and Tips to Increase Motivation,"Do you ever have days where you can’t seem to muster the motivation to get anything done? While everyone feels unmotivated occasionally, chronic low motivation can prevent you from achieving your professional goals. Not only that, it can also foster feelings of anxiety, guilt, and shame that harm your well-being. 

So, how do you stay productive—when the last thing you want to do is work? In this course, you’ll learn the four primary causes of low motivation, along with specific strategies to overcome each.",PD317,PD316,,
Professional Development,3,5 Career Roadblocks and How to Overcome Them,"While everyone’s path to professional success varies, some experiences are universal. We’ve all struggled with fear, self-doubt, or staying motivated at work, for example. And we all know how difficult it can be to admit a mistake—or stand out in a sea of colleagues. 

In this course, you’ll learn how to overcome five challenges most professionals face. First, you’ll confront fear of failure, step outside of your comfort zone, and embrace positive risks. Second, you’ll learn about impostor syndrome and how to squash self-doubt. From there, you’ll explore tips to get noticed by your boss and colleagues for exceptional work. Finally, the last two lessons cover how to bounce back from a big mistake and stay productive when you’re unmotivated.",PD318,PD317,,
Professional Development,4,The Change Curve,"The Change Curve is a model that describes the emotional and psychological stages individuals go through when dealing with significant change or transition. It's commonly used in organizational development to understand and manage the emotional impact of change on employees.

The Change Curve course is designed to equip you with a deep understanding of the psychological and emotional stages individuals experience during times of change. Developed from the renowned Change Curve model, this course provides practical insights and strategies for leaders, change agents, and employees to effectively navigate the complexities of change, fostering resilience, adaptability, and a positive organizational culture.",PD401,,,
Professional Development,4,Understanding the Change,"Change is a constant in our personal and professional lives, and understanding how to navigate and adapt to it is a crucial skill. This course is designed to equip participants with the knowledge and strategies to comprehend the dynamics of change, whether it be in the workplace, personal life, or broader societal contexts. By exploring the psychological, organizational, and cultural aspects of change, participants will gain the skills needed to thrive amidst transformations and contribute positively to the evolving world around them.",PD402,,,
Professional Development,4,Change Management,"Change is an inevitable part of all businesses. Whether it is to improve performance or customer experience, change has to happen. Whatever the goal or objectives are, managing the change process is a crucial skill that leaders need to tackle carefully from the very beginning to ensure successful implementation.

During this course, you will understand the four phases of change, reasons people resist change, the Change Curve Model, the importance of leadership through periods of change, and develop strategies for planning and executing change effectively.",PD403,,,
Professional Development,4,Developing and Maintaining a Professional Network,"Networking gets a lot of hype. Often described as the secret ingredient to driving your career, networking introduces you to coveted opportunities. It can give you a competitive edge in the workplace. 

But what exactly is networking, and why is it worth the investment? Perhaps more importantly, how do you get started? In this course, we’ll unpack those answers. You’ll learn why networking is so powerful—and how to impress others as you nurture your web of professional contacts.",PD404,PD315,,
Professional Development,4,When to Ask Your Boss for Help,"Have you ever had to wrestle with whether to ask your boss for help? On the one hand, you don’t want to waste your boss’s time. On the other hand, some issues could benefit from your boss’s authority, expertise, or perspective. 

This course will help you determine when to bring issues to your boss. In addition, you’ll learn the best ways to get the help you need when you do escalate an issue.",PD405,PD318,,
Professional Development,4,Negotiation Skills,"Negotiation is a daily practice within business organizations. We negotiate all the time—with clients and partners, vendors and suppliers, supervisors and colleagues, employees and recruits. Within any company, successful negotiation skills can lead to career advancement and better relationships. But each negotiation needs a strategy to give you the best chance of a positive outcome.

In this course, you will learn the key stages of negotiation, plan your negotiation strategy and uncover the different types of negotiation, from position-based and interest-based negotiations to dispute resolution and deal-making negotiations.",PD406,PD309,,
Professional Development,5,Project Management,"No matter what field you work in, project management plays a significant role; from engineering and construction to management and marketing, new projects demand effective project management skills.

In this course, you'll learn the fundamentals of project management, including how to schedule project activities, communicate schedules and deadlines effectively, and report on the status of projects.",PD501,,,
Professional Development,5,Getting Started With Project Management,"Project management is essential to virtually every field—and it requires expert organizational, relationship-building, and strategic-thinking skills.

In this course, you’ll explore the fundamentals of project management, including what a project manager does, what skills are necessary to the role, and how to optimize a team’s potential. You’ll also learn how to develop plans for a successful project and what you should do once the project is complete. By the end of the course, you’ll understand how to get started with project management.",PD502,,,
Professional Development,5,Improving Your Project Management Skills,"With so many different clients, teams, and projects to juggle, project management is a dynamic field. There’s always something new to learn for the enterprising project manager—and that means there’s always room to improve.

In this course, you’ll explore the five most common mistakes that plague project management—and learn ways to counter each. Then you’ll discover ways to solicit valuable feedback to hone your skills. Finally, you’ll learn how a mindset of continuous improvement benefits both your individual work experience and your team’s success.",PD503,,,
Professional Development,5,Mastering Project Management Frameworks,"Waterfall. Lean. Scrum. Critical Path. These terms all have something in common: They’re types of frameworks that project managers can use to improve their team’s workflow.

In this course, you’ll learn what project frameworks are and how they benefit project managers. You’ll also explore specific types of frameworks that are popular in the field. Finally, you’ll learn how to choose the right frameworks for your projects. By the end of the course, you’ll have a better idea of which frameworks can boost your team’s productivity.",PD504,,,
Professional Development,5,5 Strategies for Managing Scope,"No matter how much planning goes into a project, teams are bound to struggle if scope goes unaddressed. Scope refers to all the work that goes into completing a project, and it’s one of three primary project constraints along with time and money. Clearly defining your project’s scope will help your team produce the best quality results.

In this course, you’ll learn to define the scope for specific projects. Then, each subsequent lesson will cover an additional aspect of scope management. You’ll also get valuable strategies you can use when the scope you’ve defined spins out of control.",PD505,,,
Professional Development,5,Change Management for Project Managers,"Creating a perfect, fixed project plan can actually cause your team to fumble—or even fail. Instead of trying to predict every upcoming adjustment, experienced project managers know how to anticipate changes and integrate them into existing plans.

This course will give you a solid understanding of change management for project managers. After a brief overview of what the change management process looks like, you’ll learn how to analyze impact and earn support from your team. By the end, you’ll have a better understanding of how to implement project changes.",PD506,,,
Professional Development,5,Secrets to Winning Sales Presentations,"A wise salesperson knows that closing isn’t really about the product. It’s about your relationship with the client—and how well you can demonstrate that your solution will make their life better. 

In this course, you’ll learn to connect potential clients to a solution that works for them—while generating more sales and happy customers. 

You’ll review proposal development, effective presentation techniques, the importance of storytelling and narrative to your sale, and some common mistakes to avoid when demonstrating the value of your product or service.",PD507,,,
Professional Development,5,Lean Six Sigma,"Imagine a realm where business processes are optimized, waste minimized, and customer expectations exceeded- this is the world of Lean Six Sigma. Lean Six Sigma is a process improvement methodology that merges the power of Lean and Six Sigma approaches. Lean process, based on the principle of continuous improvement, aims to eliminate waste while maximizing value for the customer. On the other hand, Six Sigma is a data-driven approach that focuses on reducing variation and defects in processes by using statistical analysis and problem-solving techniques. Lean Six Sigma has revolutionized how organizations operate and succeed and can be applied to any industry or business process.

This course will provide you with the fundamental principles of Lean Six Sigma and how to apply them to business processes, reduce waste, and deliver measurable results. You will gain an understanding of the DMAIC and DMADV problem-solving approaches and how to use common Lean Six Sigma tools and concepts, such as Value Stream Mapping and Kaizen, to facilitate process improvements.",PD508,,,
Professional Development,5,Risk Assessment and Management,"It is impossible to control or manage 100% of the risk, but knowing what to do before, during, and after an event will mitigate the damage and harm. Identifying potential hazards and risks and making them part of the day-to-day business is important. Safety should be the priority, as every business must face the reality of risks and hazards.

After completing this course, you will be aware of hazards and risks you didn’t realize were around the workplace. Identifying hazards through proper procedures will enable you to prevent that accident before it occurs. Limiting and removing potential dangers through Risk Assessment will be an incredible investment.",PD509,,,
Professional Development,5,Change Management Models: Advanced Application,"Change is inevitable. Still, that doesn’t make it any easier to implement. What can make it easier is a change management model. A proven model can guide you—helping your organization decide what needs changing, how to do it, and how to anticipate and respond to heightened emotional reactions. 

In this course, you’ll learn what a change management model is and how popular models help companies streamline the change process. Then, we’ll dive into the details, exploring five popular models and how they work.",PD510,,,
Professional Development,5,Secrets to Successful Reporting for Project Managers,"Tasks, assignments, budgets, contingencies—these are just a few of the balls project managers must keep in the air. And while they’re juggling everything, they also have to keep information organized and ready to share with the larger team. What’s their secret? It starts with reporting. 

In this course, you’ll learn how to develop and implement project reporting. You’ll also discover how to create effective plans, control progress, and even foresee possible challenges. And by the end of the course, you’ll understand how savvy reporting can elevate the work you and your team do.",PD511,,,
Performance Management,2,Understanding Performance Tiers,"Understanding performance tiers is crucial for leaders and managers aiming to optimize productivity and drive success. This course provides insight into the different characteristics of each performance tier and offers strategies for leveraging them effectively to drive success.

By leveraging insights from different tiers and implementing targeted strategies, organizations can create a culture of excellence, drive continuous improvement, and maximize overall performance.",PM201,,,
Performance Management,2,5 Steps of Root Cause Analysis,"In an extremely competitive industry, individual and team performance matters. The Basic Root Cause Analysis course allows you to examine RCA - what it is, why it's important, and how to apply it in managing your team's performance. You will also be able to demonstrate proper use of the 5 Why's Technique as part of your Root Cause Analysis.

This is a seven-minute course complete with texts, audio/video materials, quizzes, and other activities you can take at your own pace.",PM202,CF201,,
Performance Management,2,Why do Metrics Exist,"Metrics play a crucial role in organizations, serving as powerful tools for assessing performance, making informed decisions, and driving continuous improvement. This course delves into the fundamental reasons behind the existence of metrics and their significance in measuring, managing, and improving processes. 

You will gain insights into how metrics contribute to organizational success, aid in decision-making, and enhance overall efficiency.",PM203,,,
Performance Management,2,Know your Metrics,"Metrics are measuring tools that tell us whether a process is good enough to meet our customer's requirements or if it needs to be improved. They are put in place to help gauge the overall effectiveness of our teams. As a leader, you will need to know and understand your metrics to measure; what your agents are doing, how fast they are doing it, and how well they satisfy our customers.

In this course, we will discuss some of the key metrics you will need to know and track; for your team.",PM204,,,
Performance Management,2,Purpose of Quality,"The success of a business is dependent on the quality of product and service that it provides. This is why businesses should always strive to meet high-quality standards as this helps maintain customer satisfaction, loyalty, and retention. In this module, you will understand what Quality is, why it's important, how it's measured and how it helps drive the other KPIs of the program.",PM205,,,
Performance Management,2,SMART Goal Basics,"As humans, we reach for ever-increasing meaning and growth. We're also prone to distraction and procrastination. If you've ever set a goal and failed to achieve it, chances are your dream wasn't clear enough to motivate you and focus your attention.

Enter SMART Goals, an approach to goal setting that can help you systematically transform resolutions into actionable and concrete tasks.",PM206,,,
Performance Management,2,SMART Goals,"The trouble with not having a goal is that you can spend your life running up and down the field and never score.– Bill Copeland (American poet)

Goals are part of every aspect of business/life and provide a sense of direction, motivation, clear focus, and a sense of importance. As a Leader, you will create your own goals and guide your team members in setting their goals. Establishing S.M.A.R.T. Goals and then purposely developing actions to achieve them is what enables successful people to turn them into reality. 

This course will explain each section of S.M.A.R.T. and provide tips and examples to assist in goal-setting efforts.",PM207,PM206,,
Performance Management,3,The 6 Boxes - Identifying Performance Gaps,"In our organization we are constantly analyzing the state of our business and performance regardless of the department we are in. Before we can address and confirm gaps in performance & skills with members of our team, we need to consider factors that may be contributing to those gaps. In this course, you will be introduced to behavioral influences that are broken down in a simple model, specifically named ""The 6 Boxes.""",PM301,PM202,,
Performance Management,3,The Contribution Factor,"The definition of effective is ""to be successful in producing a desired or intended result."" In managing performance, you can be more effective at managing a strong performing team if you find strategic ways to give yourself the edge on moving performers the quickest. Then, find the key to keeping them consistently performing, ultimately building a bench of strong and steady performers for your team. 

The Contribution Factor takes into consideration all performance tiers and how to quickly determine who will give you the highest positive impact on your team and who is having the most negative impact on your team. It is a simple yet powerful calculation that you'll find ""effective"" when utilized to guide the appropriate coaching support to the right people.",PM302,PM202,,
Performance Management,3,What Type of Goal Should I Set?,"Setting meaningful and achievable goals is fundamental for personal and professional success, but not all goals are created equal. This course will guide you through the process of understanding the various types of goals and selecting the ones that align with your aspirations and values. 

You will learn practical strategies for goal setting, including setting SMART goals, establishing priorities, and creating a roadmap for accomplishment. This course is ideal for individuals seeking clarity on goal-setting strategies for success.",PM303,PM207,,
Performance Management,3,Setting Goals That Actually Work,"Anyone can set an ambitious goal, but how many of us end up achieving it? All too often; when we embark on a seemingly smooth course, it turns out to be treacherous and unclimbable. 

In this course, you’ll learn why the process of setting your goals is just as important as choosing targets that truly matter. You’ll also learn how to set goals that accurately reflect your purpose and find tools you can use to track your progress. In the end, you’ll walk away with a stronger sense of alignment between your vision and the daily habits that will help you conquer your goals in the long run.",PM304,PM207,,
Performance Management,3,Agent Level Goals,"When setting S.M.A.R.T. goals, your agent needs to be involved. When they agree on the benefits of a specific purpose, they will work to reach that goal. That’s why empowering your agent to identify their own goals is critical.

In this course, you will understand the importance of setting agent goals and reviewing strategies for setting goals that get results and what to document in the goal-setting discussion.",PM305,PM207,,
Performance Management,3,Team Level Goals,"Team-level goals are the foundation of high-performance teams. This course is crafted to empower leaders, managers, and team members with the knowledge and skills to set, communicate, and achieve goals at the team level. 

You will explore the intricacies of collaborative goal-setting, understand the impact of team goals on overall organizational success, and gain practical strategies to foster teamwork, motivation, and accountability.",PM306,PM207,,
Performance Management,3,Coaching Effectiveness Bootcamp Kickoff,"How many times have you found yourself coaching over and over on the same things, but your team doesn't seem to improve? Or do they improve for a short time, and then revert? Many of us coach repeatedly, and yet our people continue to be plagued by the same performance problems.

This series aims to help you increase effectiveness in coaching, broaden thinking, and identify strengths and development needs to set and achieve actionable SMART goals.",PM307,,,
Performance Management,3,High Performance Teams Inside the Company,"High-Performance Teams are organizations, teams, or groups working inside an office environment focused on achieving the same goals. Bringing team members together can sometimes be a challenging task. 
This course identifies these challenges and helps you push through to success.

By knowing and managing how people interact in the workplace, you will position your high-performance teams to accomplish any task.",PM308,,,
Performance Management,3,High Performance Teams Remote Workforce,"As remote work becomes increasingly prevalent, the ability to build and maintain high-performance teams in a virtual environment is essential for organizational success. This course aims to provide strategies and best practices for leaders and team members to thrive in remote work settings, fostering collaboration, productivity, and engagement.",PM309,,,
Performance Management,4,Course Correction,"Pencils have erasers for a reason, and in the journey of life and business, mistakes are inevitable, but the ability to course correct is invaluable. This course delves into the art of recognizing when a mistake is made, learning from it, and implementing effective strategies to adjust course for a better outcome. Through interactive scenarios and real-world examples, you will develop the essential skills of course correction, fostering resilience, adaptability, and continuous improvement.",PM401,,,
Performance Management,4,Impact Analysis,"Impact analysis is a critical for individuals and organizations aiming to make informed decisions that align with their goals and values. This course is designed to provide you with the tools and techniques needed to conduct thorough impact analyses. 

You will understand how to assess the potential outcomes and consequences of decisions, weigh various factors, and make well-informed choices that contribute to organizational success.",PM402,,,
Performance Management,4,Performance Review Discussion,"Performance review discussions between team members and managers are as important as the evaluative outcome. They are an essential component of employee development and help make your mutual expectations clear, set goals for both parties, and maintain open lines of communication. This discussion should be part of a continuous process of performance management. 

This course will help you understand the importance of having a performance review process for your team members. You will also review best practices for handling tough performance discussions and implementing follow-up techniques to ensure commitments, objectives, and standards are met.",PM403,,,
Performance Management,4,Performance Review Documentation,"The findings of a performance review help your team members improve and contribute to the organization's overall growth. So, if you don't document the discussion appropriately, or at all, the suggestions, feedback, and action plans will be lost, and it would be impossible to follow up on, thus making reviews far less effective. Therefore, documentation of performance review is as vital as the review itself.

During this course, you will explore what needs to be documented before, during, and after a performance review discussion.",PM404,,,
Performance Management,4,Next Level Goal Setting,"Have you ever had to wrestle with whether to ask your boss for help? On the one hand, you don’t want to waste your boss’s time. On the other hand, some issues could benefit from your boss’s authority, expertise, or perspective. 

This course will help you determine when to bring issues to your boss. In addition, you’ll learn the best ways to get the help you need when you do escalate an issue.",PM405,PM304,,
Performance Management,4,Performance Management I,"Performance Management is making sure the employee and the organization are focused on the same priorities. It touches on the organization itself by improving production and reducing waste. It helps the employee or individual set and meet their goals and improves the employee-manager relationship. This is key in keeping an organization and employees aligned, which improves performance and productivity.

When changes occur, Performance Management helps the transition to be smoother and less hectic. It will help close gaps in an employee's skill set and make them a more valuable employee through feedback and coaching.",PM406,,,
Performance Management,5,Impact Analysis II,"Building on the foundations of impact analysis, this advanced course is designed for individuals seeking a deeper understanding of the complexities involved in decision-making processes. 

You will explore advanced techniques and methodologies for impact analysis, delve into scenario planning for intricate situations, and learn how to navigate dynamic environments to make strategic decisions that align with organizational goals.",PM501,,,
Performance Management,5,Organizational Goal setting,"Setting clear and strategic goals is essential for the success and growth of any organization. This comprehensive course is designed to equip leaders, managers, and individuals responsible for organizational development with the knowledge and skills to establish, communicate, and achieve impactful organizational goals. 

You will explore goal-setting frameworks, align goals with the organizational vision, and develop strategies for effective implementation and measurement.",PM502,PM405,,
Performance Management,5,Managing a Successful Contact Center,"Managing customer care successfully requires more than providing phones and people to answer them. Today, customers expect instant support—whether by phone, live chat, email, or social media. Many businesses turn to a contact center model to field and resolve customer issues seamlessly through multiple channels. 

This course is for managers who want to take their team’s skills from functional to fantastic—helping customers in a way that creates brand fanatics. You’ll review the most important roles a manager plays at a contact center, and how to choose the best tools for your team. Finally, explore how to prioritize customer needs and ensure your team performs at their best—solving problems efficiently.",PM503,,,
Performance Management,5,Performance Management II,"Performance management is people management. An ongoing process to align individual and company goals, performance management helps make both the individual employee and the overall business more successful. 

Performance management is a cycle. It begins with planning and goal setting, then moves to tracking and monitoring, and ends with reviewing results and modifying as needed. 

In this course, you’ll learn to give feedback effectively and continually. You’ll cover how to improve poor performance, challenge top performers, and meaningfully engage managers. You’ll also take away tips to continually improve performance and results for management, team, and company.",PM504,,,
Performance Management,5,Business Acumen,"With this course, you will improve your judgment and decisiveness skills. Business Acumen is all about seeing the big picture and recognizing that all decisions, no matter how small, can affect the bottom line. You will increase your financial literacy and improve your business sense.

Business Acumen will give you an advantage everyone wishes they had. The course will help you recognize learning events, manage risk better, and increase your critical thinking.",PM505,,,
Performance Management,5,Conducting Annual Employee Reviews,"An annual review can help keep your employees happy, engaged, and focused. It is human nature to want to succeed. Giving your employees feedback on their positive and negative attributes is part of the pathway to success. A poorly designed annual review can have the reverse effect.

In this course, you will discover how to conduct a well-designed employee annual review. By determining the categories for an annual review and understanding how it affects employee compensation, an overall increase in performance should be seen throughout your organization.",PM506,,,
Personal Enrichment,N/A,4 Personality Types That Suffer From Chronic Lateness,"Do you always arrive late no matter what you do? Then you’re probably suffering from chronic lateness. 

This course will help you understand what causes lateness by introducing four personality types, along with tailored tips to overcome lateness for each type. Learn your unique strengths and weaknesses so you can apply them to your best advantage.",PE100,,,
Personal Enrichment,N/A,5-Day Challenge to Improve Your Mental Health,"The importance of mental health can’t be overstated, given that it impacts every part of our lives. Even so, we often let caring for our mental health take a back seat to other priorities. We ignore our needs until we’re burned out, isolated, or struggling with illness. 

May is Mental Health Awareness Month, a perfect time to prioritize your mental health by committing to a 5-day challenge. Each day explores a different facet of mental health and contains a simple exercise for putting it into practice. In less than 15 minutes a day, you can improve your emotional well-being. 

Missing a day or doing them out of order is no problem–these lessons will always be here for your reference. Come back to them when you’re ready. Also, be sure to check out the resources at the end of the course to continue your mental health journey. 

Note: This course is for educational purposes only and should not be substituted for professional medical advice. Users should consult a medical professional if they’re seeking medical advice, diagnosis, or treatment.",PE101,,,
Personal Enrichment,N/A,How to Land Your Dream Job,"Whether you’ve recently lost your job, are newly entering or rejoining the workforce, or you’re currently employed and considering a change—the job application process can be both exciting and demoralizing. Sometimes, finding a new job feels like a full-time job—especially when the competition is steep. 

How do you stand out from other applicants and land the job of your dreams? In this course, you’ll work through every step of the application process. First, you’ll explore tips to find opportunities that align with your skills and passions. Next, you’ll learn how to write a compelling resume and cover letter. Finally, you’ll perfect the art of interviewing to seal the deal and land a competitive job offer.",PE102,,,
Personal Enrichment,N/A,Organizational Skills,"Developing good Organizational Skills is an investment that will provide benefits for years. To be successful means to be organized. These skills will filter through all aspects of your professional and personal life. 

In this course, you will encounter improved productivity, better management, and an overall increase in professional growth. You will review the tools necessary to develop better Organizational Skills.",PE103,,,
Personal Enrichment,N/A,Assertiveness And Self-Confidence,"Strengthening our self-confidence is a powerful step in shaping our lives and creating future success. The ability to be confident and assertive are crucial skills for personal development, displaying authority in business, and promoting equality throughout interactions. Essentially, these skills have a significant influence on building a happy life. Through effective communication, visualization, and resiliency, we can learn to be confident and project an image of confidence to others. When stressful or difficult situations arise, we can control our responses and how we choose to move forward.

Confidence and assertiveness are skills that can be developed and beneficial to everyone, no matter their career or job position. This course will provide you with the tools to overcome fear, gain personal empowerment, and inspire confidence in others.",PE104,,,
Personal Enrichment,N/A,Creativity: Thinking Outside the Box,"Creativity allows individuals to view every aspect of the earth, explore new paths, and find discoveries that help advance our consistently thriving world of business. Without creativity, we would only see what is visible. To evolve as a business, we should look beyond what is visible and consider new ideas. When creativity is incorporated into daily workplace practices there is a strong increase in the opportunities for growth, engagement, and productivity. Creativity and innovation will turn ideas and dreams into reality. 

This course will provide you with informative tools and practical strategies that will help shape a creative workplace. Creativity plays a vital role in building a positive work environment, one in which employees will feel confident in expressing their ideas. Be mindful that there is creativity in all of us. When this creativity emerges, powerful opportunities and advancements will happen.",PE105,,,
